worker_id,full_name,phone,email,city,locality,category,user_zone,worker_zone,available,weekly_gigs,rating,completed_jobs,acceptance_rate,cancellation_rate,response_minutes,price,budget,distance_km,successful_booking
309,Sunil Verma,+919908451725,worker309@kaushalkonnect.in,Gurugram,Sector 56,Electrical,Gurugram,Gurugram,0,9,3.74,525,0.77,0.15,46,618,2443,12.6,0
310,Rohit Mehta,+919363802523,worker310@kaushalkonnect.in,Gurugram,DLF Phase 3,Home Cleaning,Gurugram,Gurugram,1,5,5.0,577,0.86,0.04,70,348,811,5.3,1
311,Aarav Chaudhary,+919108217683,worker311@kaushalkonnect.in,Faridabad,Sector 15,Carpentry,Faridabad,Faridabad,1,9,3.38,318,0.99,0.01,51,591,1745,13.3,1
312,Gaurav Reddy,+917110498535,worker312@kaushalkonnect.in,Faridabad,Sector 21,Carpentry,Faridabad,Faridabad,1,3,4.36,224,0.83,0.13,31,671,1523,7.8,0
313,Dev Ansari,+916597380739,worker313@kaushalkonnect.in,Delhi,Laxmi Nagar,Plumbing,East,East,1,9,4.06,613,0.96,0.13,99,534,2000,9.7,1
314,Siddharth Saxena,+916238429209,worker314@kaushalkonnect.in,Delhi,Preet Vihar,Appliance Repair,East,East,1,12,4.12,489,0.93,0.09,131,696,3034,13.9,0
315,Pankaj Saini,+918961331563,worker315@kaushalkonnect.in,Delhi,Rohini,Carpentry,North,North,0,5,4.41,90,0.93,0.12,80,767,840,5.5,0
316,Yash Jain,+918535610143,worker316@kaushalkonnect.in,Delhi,Pitampura,Home Cleaning,North,North,1,9,4.25,587,0.92,0.11,89,387,956,5.1,0
317,Vinay Roy,+916270632251,worker317@kaushalkonnect.in,Delhi,Dwarka,Home Cleaning,West,West,1,8,4.46,301,0.94,0.14,33,389,931,5.8,1
318,Yash Shah,+918386032664,worker318@kaushalkonnect.in,Delhi,Janakpuri,Carpentry,West,West,0,8,4.38,228,0.8,0.05,30,580,1145,14.0,0
319,Aman Roy,+919582110187,worker319@kaushalkonnect.in,Delhi,Saket,Plumbing,South,South,1,7,4.74,404,0.93,0.06,51,711,1440,10.1,1
320,Kunal Negi,+916128306059,worker320@kaushalkonnect.in,Delhi,Malviya Nagar,Home Cleaning,South,South,0,11,3.92,644,0.93,0.06,83,434,1572,7.9,0
321,Sonu Gupta,+916645878843,worker321@kaushalkonnect.in,Delhi,Karol Bagh,Appliance Repair,Central,Central,0,16,3.96,395,0.92,0.08,17,574,1788,4.7,1
322,Ankit Tiwari,+917563403084,worker322@kaushalkonnect.in,Delhi,Rajouri Garden,Home Cleaning,West,West,1,11,4.73,369,0.91,0.13,21,381,1614,8.2,0
323,Ravi Khan,+919906865713,worker323@kaushalkonnect.in,Noida,Sector 62,Carpentry,Noida,Noida,1,12,4.09,644,0.98,0.13,48,650,3763,5.4,1
324,Vikram Sood,+918453064960,worker324@kaushalkonnect.in,Noida,Sector 18,Painting,Noida,Noida,1,5,3.84,436,0.92,0.01,36,557,1478,14.3,1
325,Vikram Tripathi,+919021106265,worker325@kaushalkonnect.in,Noida,Sector 50,Plumbing,Noida,Noida,1,5,3.85,128,0.88,0.07,62,533,1186,1.2,0
326,Anmol Khan,+918080000014,worker326@kaushalkonnect.in,Noida,Sector 137,Plumbing,Noida,Noida,1,7,3.65,357,0.98,0.02,22,744,1431,9.7,1
327,Dev Tripathi,+917193323486,worker327@kaushalkonnect.in,Greater Noida,Knowledge Park,Plumbing,Greater Noida,Greater Noida,1,10,4.27,645,0.98,0.1,39,620,1942,7.0,0
328,Rahul Rana,+917493645500,worker328@kaushalkonnect.in,Greater Noida,Alpha 1,Electrical,Greater Noida,Greater Noida,1,12,4.27,123,0.95,0.03,57,782,2127,11.0,0
329,Neeraj Khan,+916590282125,worker329@kaushalkonnect.in,Ghaziabad,Indirapuram,Carpentry,Ghaziabad,Ghaziabad,1,10,4.06,205,0.82,0.07,102,603,4319,14.3,0
330,Anjali Patel,+918644492206,worker330@kaushalkonnect.in,Ghaziabad,Vaishali,Painting,Ghaziabad,Ghaziabad,1,5,4.16,448,0.82,0.11,52,574,3292,8.3,1
331,Sanjay Ali,+917167283390,worker331@kaushalkonnect.in,Ghaziabad,Kaushambi,Plumbing,Ghaziabad,Ghaziabad,1,6,4.63,99,0.83,0.16,66,599,2134,9.0,0
332,Ravi Bisht,+916686430751,worker332@kaushalkonnect.in,Gurugram,Sector 14,Home Cleaning,Gurugram,Gurugram,1,12,4.61,382,0.91,0.01,47,345,1074,7.3,0
333,Neeraj Khanna,+918395136157,worker333@kaushalkonnect.in,Gurugram,Sector 56,Home Cleaning,Gurugram,Gurugram,1,5,4.59,236,0.86,0.1,86,345,577,7.8,1
334,Sonu Khan,+916937858266,worker334@kaushalkonnect.in,Gurugram,DLF Phase 3,Painting,Gurugram,Gurugram,0,4,4.12,512,0.86,0.12,89,529,3903,9.3,0
335,Rakesh Ghosh,+918801121016,worker335@kaushalkonnect.in,Faridabad,Sector 15,Appliance Repair,Faridabad,Faridabad,1,4,4.87,197,0.79,0.09,51,906,1224,4.9,1
336,Akash Shah,+916291098178,worker336@kaushalkonnect.in,Faridabad,Sector 21,Electrical,Faridabad,Faridabad,0,10,4.12,184,0.86,0.09,10,412,646,3.7,0
337,Sunil Sood,+916396214560,worker337@kaushalkonnect.in,Delhi,Laxmi Nagar,Electrical,East,East,1,13,3.92,585,0.93,0.16,56,414,2400,7.4,1
338,Deepak Bhardwaj,+919785975299,worker338@kaushalkonnect.in,Delhi,Preet Vihar,Plumbing,East,East,1,7,3.95,173,0.82,0.12,75,664,2283,5.0,0
339,Ravi Pandey,+916714556295,worker339@kaushalkonnect.in,Delhi,Rohini,Painting,North,North,0,10,4.05,501,0.88,0.04,82,355,1057,9.2,0
340,Ashish Sheikh,+919477015466,worker340@kaushalkonnect.in,Delhi,Pitampura,Home Cleaning,North,North,1,3,4.35,302,0.87,0.01,13,420,956,11.1,0
341,Yogesh Das,+919363336551,worker341@kaushalkonnect.in,Delhi,Dwarka,Appliance Repair,West,West,1,2,4.6,398,0.89,0.1,58,1073,3327,5.8,1
342,Manish Mishra,+918279588658,worker342@kaushalkonnect.in,Delhi,Janakpuri,Plumbing,West,West,1,11,3.78,374,0.86,0.05,52,747,1854,9.8,0
343,Manish Wadhwa,+919891401286,worker343@kaushalkonnect.in,Delhi,Saket,Painting,South,South,1,13,4.09,518,0.82,0.01,21,532,2959,6.6,1
344,Manish Bhatia,+919939422655,worker344@kaushalkonnect.in,Delhi,Malviya Nagar,Home Cleaning,South,South,1,10,4.0,262,0.98,0.07,82,403,1497,9.1,1
345,Gaurav Malhotra,+919596088490,worker345@kaushalkonnect.in,Delhi,Karol Bagh,Home Cleaning,Central,Central,1,6,3.59,69,0.87,0.04,27,477,583,1.4,1
346,Ravi Reddy,+916057930700,worker346@kaushalkonnect.in,Delhi,Rajouri Garden,Plumbing,West,West,0,1,4.57,137,0.86,0.1,39,480,1145,7.8,1
347,Vikram Nair,+917161439493,worker347@kaushalkonnect.in,Noida,Sector 62,Painting,Noida,Noida,1,11,4.03,482,0.93,0.08,73,516,1580,4.8,1
348,Sameer Ansari,+919076026811,worker348@kaushalkonnect.in,Noida,Sector 18,Home Cleaning,Noida,Noida,1,12,3.52,64,0.92,0.14,56,467,1116,0.7,1
349,Rakesh Saxena,+918921958931,worker349@kaushalkonnect.in,Noida,Sector 50,Home Cleaning,Noida,Noida,1,8,4.61,436,0.92,0.01,32,436,1644,5.3,1
350,Naman Pandey,+916399803917,worker350@kaushalkonnect.in,Noida,Sector 137,Electrical,Noida,Noida,1,3,4.73,31,0.98,0.12,94,574,2552,8.1,0
351,Sakshi Bhardwaj,+917630421860,worker351@kaushalkonnect.in,Greater Noida,Knowledge Park,Carpentry,Greater Noida,Greater Noida,1,4,3.9,513,0.83,0.1,40,739,955,8.2,0
352,Vikas Naidu,+916362743893,worker352@kaushalkonnect.in,Greater Noida,Alpha 1,Carpentry,Greater Noida,Greater Noida,1,11,4.53,215,0.88,0.08,21,559,1325,5.5,0
353,Anmol Wadhwa,+917041195044,worker353@kaushalkonnect.in,Ghaziabad,Indirapuram,Carpentry,Ghaziabad,Ghaziabad,0,12,3.87,114,0.77,0.07,89,639,1726,6.1,1
354,Ananya Verma,+919762414865,worker354@kaushalkonnect.in,Ghaziabad,Vaishali,Carpentry,Ghaziabad,Ghaziabad,0,8,4.97,189,0.94,0.15,10,484,2417,5.2,0
355,Ravi Naidu,+916443245257,worker355@kaushalkonnect.in,Ghaziabad,Kaushambi,Painting,Ghaziabad,Ghaziabad,1,8,4.5,588,0.82,0.02,87,569,2322,9.2,1
356,Anil Malhotra,+916868055576,worker356@kaushalkonnect.in,Gurugram,Sector 14,Painting,Gurugram,Gurugram,0,11,4.31,570,0.88,0.09,34,548,3387,4.2,1
357,Pradeep Mishra,+916200243561,worker357@kaushalkonnect.in,Gurugram,Sector 56,Painting,Gurugram,Gurugram,0,8,4.56,592,0.91,0.09,47,515,1611,9.4,1
358,Sakshi Dutta,+919317126088,worker358@kaushalkonnect.in,Gurugram,DLF Phase 3,Home Cleaning,Gurugram,Gurugram,1,11,3.3,33,0.98,0.01,40,348,599,14.0,0
359,Suraj Ghosh,+917252264965,worker359@kaushalkonnect.in,Faridabad,Sector 15,Carpentry,Faridabad,Faridabad,1,18,4.39,553,0.81,0.12,33,853,2162,13.9,1
360,Rohit Iyer,+917137727078,worker360@kaushalkonnect.in,Faridabad,Sector 21,Electrical,Faridabad,Faridabad,0,10,4.32,22,0.84,0.09,86,480,731,10.4,1
361,Divya Rawat,+917874643603,worker361@kaushalkonnect.in,Delhi,Laxmi Nagar,Electrical,East,East,1,12,4.65,346,0.79,0.01,35,653,965,4.2,1
362,Deepika Mishra,+917999372943,worker362@kaushalkonnect.in,Delhi,Preet Vihar,Carpentry,East,East,1,7,4.29,101,0.89,0.06,50,854,2207,9.4,1
363,Anmol Chauhan,+919808853683,worker363@kaushalkonnect.in,Delhi,Rohini,Plumbing,North,North,1,7,4.09,20,0.92,0.04,60,603,1604,14.9,0
364,Vinay Sood,+916190725219,worker364@kaushalkonnect.in,Delhi,Pitampura,Painting,North,North,1,9,3.66,356,0.84,0.03,59,638,2931,5.1,1
365,Nikhil Roy,+919898903213,worker365@kaushalkonnect.in,Delhi,Dwarka,Plumbing,West,West,0,13,3.82,546,0.94,0.08,16,507,1033,6.1,1
366,Yash Menon,+917542819757,worker366@kaushalkonnect.in,Delhi,Janakpuri,Electrical,West,West,1,8,3.88,207,0.75,0.02,10,532,2436,10.6,1
367,Anil Sharma,+916301927078,worker367@kaushalkonnect.in,Delhi,Saket,Carpentry,South,South,1,3,4.06,98,0.87,0.15,95,650,3811,14.3,0
368,Rahul Tiwari,+917748962600,worker368@kaushalkonnect.in,Delhi,Malviya Nagar,Painting,South,South,0,8,4.85,605,0.85,0.19,56,564,1059,1.6,1
369,Ankit Das,+919196848494,worker369@kaushalkonnect.in,Delhi,Karol Bagh,Painting,Central,Central,1,2,3.53,142,0.93,0.1,87,546,1047,1.6,1
370,Pooja Chaudhary,+919563611368,worker370@kaushalkonnect.in,Delhi,Rajouri Garden,Plumbing,West,West,0,5,4.11,202,0.88,0.11,97,564,607,4.1,1
371,Shivam Dutta,+919448764430,worker371@kaushalkonnect.in,Noida,Sector 62,Appliance Repair,Noida,Noida,1,8,4.32,497,0.86,0.14,114,703,2597,11.8,0
372,Sonu Pandey,+916228812933,worker372@kaushalkonnect.in,Noida,Sector 18,Plumbing,Noida,Noida,1,11,3.72,311,0.92,0.1,45,412,793,6.7,0
373,Riya Sheikh,+917341952132,worker373@kaushalkonnect.in,Noida,Sector 50,Appliance Repair,Noida,Noida,0,10,4.34,61,0.99,0.04,53,457,2580,10.1,0
374,Pooja Gupta,+916975782067,worker374@kaushalkonnect.in,Noida,Sector 137,Electrical,Noida,Noida,1,10,4.51,591,0.92,0.09,85,474,2181,6.1,1
375,Anmol Srivastava,+917328112866,worker375@kaushalkonnect.in,Greater Noida,Knowledge Park,Carpentry,Greater Noida,Greater Noida,1,5,3.9,113,0.87,0.07,71,721,1005,9.9,1
376,Vinay Mehta,+916926412026,worker376@kaushalkonnect.in,Greater Noida,Alpha 1,Painting,Greater Noida,Greater Noida,1,14,5.0,62,0.96,0.02,40,481,3646,6.4,1
377,Anil Gupta,+916437323219,worker377@kaushalkonnect.in,Ghaziabad,Indirapuram,Plumbing,Ghaziabad,Ghaziabad,0,6,4.5,215,0.88,0.02,43,609,1411,3.1,0
378,Siddharth Sheikh,+919246455340,worker378@kaushalkonnect.in,Ghaziabad,Vaishali,Carpentry,Ghaziabad,Ghaziabad,0,1,3.79,590,0.93,0.1,52,845,3093,3.9,1
379,Dev Patel,+919837486200,worker379@kaushalkonnect.in,Ghaziabad,Kaushambi,Painting,Ghaziabad,Ghaziabad,1,9,4.78,174,0.94,0.04,101,533,2601,9.1,0
380,Meera Kapoor,+916395155519,worker380@kaushalkonnect.in,Gurugram,Sector 14,Appliance Repair,Gurugram,Gurugram,1,2,4.15,120,0.89,0.02,73,877,4197,10.5,1
381,Gaurav Saxena,+918765062612,worker381@kaushalkonnect.in,Gurugram,Sector 56,Carpentry,Gurugram,Gurugram,0,8,4.45,179,0.88,0.16,67,610,3250,13.0,0
382,Ravi Kumar,+917591615698,worker382@kaushalkonnect.in,Gurugram,DLF Phase 3,Plumbing,Gurugram,Gurugram,1,9,4.86,336,0.9,0.11,46,577,886,0.7,0
383,Amit Wadhwa,+919447287369,worker383@kaushalkonnect.in,Faridabad,Sector 15,Appliance Repair,Faridabad,Faridabad,1,13,4.19,548,0.89,0.03,67,679,4260,9.3,1
384,Simran Srivastava,+917613387127,worker384@kaushalkonnect.in,Faridabad,Sector 21,Plumbing,Faridabad,Faridabad,1,8,4.84,132,0.93,0.16,27,646,2205,6.2,1
385,Rahul Kumar,+917665619913,worker385@kaushalkonnect.in,Delhi,Laxmi Nagar,Home Cleaning,East,East,1,10,4.44,443,0.9,0.09,12,424,1786,11.6,1
386,Nikhil Kohli,+919029104878,worker386@kaushalkonnect.in,Delhi,Preet Vihar,Electrical,East,East,0,8,3.57,251,0.95,0.12,63,555,2360,0.9,1
387,Rohit Ansari,+918988648809,worker387@kaushalkonnect.in,Delhi,Rohini,Electrical,North,North,1,8,4.04,265,0.93,0.13,18,652,2932,14.0,1
388,Dev Menon,+918994283112,worker388@kaushalkonnect.in,Delhi,Pitampura,Plumbing,North,North,0,1,4.64,370,0.88,0.02,77,715,1010,7.1,1
389,Deepika Khan,+916051359802,worker389@kaushalkonnect.in,Delhi,Dwarka,Painting,West,West,1,1,4.25,511,0.99,0.14,49,583,1437,3.1,1
390,Sachin Arora,+919459539191,worker390@kaushalkonnect.in,Delhi,Janakpuri,Appliance Repair,West,West,1,8,4.31,48,0.87,0.03,25,1012,4081,5.2,1
391,Riya Chaudhary,+918786087018,worker391@kaushalkonnect.in,Delhi,Saket,Home Cleaning,South,South,0,11,4.09,278,0.9,0.1,55,502,1218,11.3,1
392,Mohit Roy,+918248725749,worker392@kaushalkonnect.in,Delhi,Malviya Nagar,Appliance Repair,South,South,1,17,5.0,540,0.93,0.14,55,568,4183,9.2,1
393,Riya Reddy,+917210702489,worker393@kaushalkonnect.in,Delhi,Karol Bagh,Carpentry,Central,Central,1,6,4.8,477,0.75,0.18,60,735,2878,2.1,0
394,Meera Srivastava,+918641051051,worker394@kaushalkonnect.in,Delhi,Rajouri Garden,Carpentry,West,West,1,6,4.3,284,0.88,0.03,34,897,3485,10.4,0
395,Aditi Menon,+916246999545,worker395@kaushalkonnect.in,Noida,Sector 62,Electrical,Noida,Noida,1,16,4.23,293,0.94,0.08,101,718,1005,12.5,0
396,Vikas Saini,+917831520617,worker396@kaushalkonnect.in,Noida,Sector 18,Appliance Repair,Noida,Noida,1,7,3.49,263,0.97,0.08,104,511,1050,3.1,0
397,Suraj Menon,+917641390307,worker397@kaushalkonnect.in,Noida,Sector 50,Appliance Repair,Noida,Noida,1,4,4.02,40,0.88,0.08,83,1000,2042,14.6,1
398,Arnav Mishra,+919023572609,worker398@kaushalkonnect.in,Noida,Sector 137,Painting,Noida,Noida,0,14,4.34,170,0.85,0.03,64,536,2303,9.8,1
399,Rakesh Verma,+919846327023,worker399@kaushalkonnect.in,Greater Noida,Knowledge Park,Painting,Greater Noida,Greater Noida,0,15,4.09,396,0.91,0.11,30,383,1596,6.6,0
400,Simran Sheikh,+917086993727,worker400@kaushalkonnect.in,Greater Noida,Alpha 1,Painting,Greater Noida,Greater Noida,1,7,4.41,193,0.9,0.02,73,425,1209,6.6,0
401,Manish Kapoor,+917807079530,worker401@kaushalkonnect.in,Ghaziabad,Indirapuram,Electrical,Ghaziabad,Ghaziabad,1,16,4.4,54,0.86,0.05,60,733,2168,12.2,1
402,Shreya Chauhan,+916171576188,worker402@kaushalkonnect.in,Ghaziabad,Vaishali,Painting,Ghaziabad,Ghaziabad,0,16,4.54,557,0.88,0.11,73,597,2384,5.5,0
403,Sunil Sheikh,+919984688787,worker403@kaushalkonnect.in,Ghaziabad,Kaushambi,Appliance Repair,Ghaziabad,Ghaziabad,1,15,5.0,114,0.89,0.15,98,597,3520,7.4,1
404,Sanjay Saxena,+916554038189,worker404@kaushalkonnect.in,Gurugram,Sector 14,Electrical,Gurugram,Gurugram,1,7,4.14,504,0.92,0.06,46,460,653,12.3,1
405,Sonu Iyer,+917162647337,worker405@kaushalkonnect.in,Gurugram,Sector 56,Carpentry,Gurugram,Gurugram,1,11,4.62,483,0.82,0.09,33,483,2592,7.6,0
406,Manish Agarwal,+917181721554,worker406@kaushalkonnect.in,Gurugram,DLF Phase 3,Home Cleaning,Gurugram,Gurugram,0,10,3.94,253,0.87,0.07,85,504,1328,2.6,1
407,Suman Ansari,+918736302386,worker407@kaushalkonnect.in,Faridabad,Sector 15,Appliance Repair,Faridabad,Faridabad,1,5,5.0,174,0.99,0.1,47,647,4648,2.1,1
408,Rakesh Agarwal,+916004605975,worker408@kaushalkonnect.in,Faridabad,Sector 21,Appliance Repair,Faridabad,Faridabad,1,10,4.12,442,0.97,0.1,102,493,3043,13.6,0
409,Meera Khan,+916113747060,worker409@kaushalkonnect.in,Delhi,Laxmi Nagar,Carpentry,East,East,1,14,3.69,7,0.84,0.07,60,512,3392,12.1,1
410,Raj Tripathi,+916459145699,worker410@kaushalkonnect.in,Delhi,Preet Vihar,Home Cleaning,East,East,1,11,4.22,511,0.86,0.01,10,415,957,9.7,0
411,Vikram Negi,+919845989495,worker411@kaushalkonnect.in,Delhi,Rohini,Painting,North,North,1,13,4.62,35,0.91,0.08,89,649,1598,1.7,1
412,Pradeep Patel,+918473259018,worker412@kaushalkonnect.in,Delhi,Pitampura,Carpentry,North,North,1,12,4.04,261,0.87,0.12,39,676,876,10.6,1
413,Aditi Joshi,+916109317123,worker413@kaushalkonnect.in,Delhi,Dwarka,Carpentry,West,West,1,1,3.98,248,0.92,0.08,53,584,1224,2.3,1
414,Yash Ghosh,+917840448427,worker414@kaushalkonnect.in,Delhi,Janakpuri,Carpentry,West,West,0,9,4.18,289,0.83,0.13,57,826,911,4.5,0
415,Nikhil Mishra,+917545843402,worker415@kaushalkonnect.in,Delhi,Saket,Painting,South,South,1,9,4.45,49,0.98,0.16,93,380,3449,4.2,0
416,Anjali Joshi,+916659268006,worker416@kaushalkonnect.in,Delhi,Malviya Nagar,Electrical,South,South,1,9,4.09,489,0.72,0.14,20,603,1896,14.7,1
417,Manish Bansal,+916415729571,worker417@kaushalkonnect.in,Delhi,Karol Bagh,Plumbing,Central,Central,1,6,4.18,149,0.81,0.09,45,529,2363,7.5,1
418,Isha Malhotra,+917658403108,worker418@kaushalkonnect.in,Delhi,Rajouri Garden,Plumbing,West,West,0,8,4.0,646,0.86,0.12,25,479,1014,14.2,1
419,Vinay Menon,+918775796883,worker419@kaushalkonnect.in,Noida,Sector 62,Home Cleaning,Noida,Noida,1,9,4.01,338,0.92,0.04,22,529,705,12.7,0
420,Raj Negi,+918891521092,worker420@kaushalkonnect.in,Noida,Sector 18,Carpentry,Noida,Noida,1,13,4.88,319,0.89,0.09,62,609,3320,8.2,1
421,Naman Roy,+918638654724,worker421@kaushalkonnect.in,Noida,Sector 50,Plumbing,Noida,Noida,1,12,4.31,89,0.84,0.12,48,536,694,1.9,1
422,Yash Kapoor,+919252398633,worker422@kaushalkonnect.in,Noida,Sector 137,Appliance Repair,Noida,Noida,1,2,4.15,212,0.91,0.04,97,693,3507,13.3,0
423,Riya Chauhan,+919661011523,worker423@kaushalkonnect.in,Greater Noida,Knowledge Park,Electrical,Greater Noida,Greater Noida,1,18,3.44,227,0.86,0.1,65,711,1006,5.3,0
424,Sunil Ansari,+918118921987,worker424@kaushalkonnect.in,Greater Noida,Alpha 1,Home Cleaning,Greater Noida,Greater Noida,1,7,4.56,594,0.82,0.18,64,303,613,7.4,0
425,Mohit Rao,+919259637936,worker425@kaushalkonnect.in,Ghaziabad,Indirapuram,Plumbing,Ghaziabad,Ghaziabad,0,4,4.33,502,0.82,0.08,54,504,834,8.8,0
426,Ananya Nair,+919638558176,worker426@kaushalkonnect.in,Ghaziabad,Vaishali,Home Cleaning,Ghaziabad,Ghaziabad,1,7,3.98,465,0.91,0.01,113,429,851,12.6,0
427,Aarav Joshi,+918494502836,worker427@kaushalkonnect.in,Ghaziabad,Kaushambi,Home Cleaning,Ghaziabad,Ghaziabad,1,11,5.0,325,0.83,0.07,44,311,923,13.0,1
428,Anjali Negi,+916797717136,worker428@kaushalkonnect.in,Gurugram,Sector 14,Appliance Repair,Gurugram,Gurugram,1,19,4.12,500,0.9,0.09,75,929,3618,13.4,1
429,Yogesh Chauhan,+916110588324,worker429@kaushalkonnect.in,Gurugram,Sector 56,Carpentry,Gurugram,Gurugram,1,4,4.33,22,0.92,0.15,15,804,2781,3.9,1
430,Nikhil Saini,+919961250292,worker430@kaushalkonnect.in,Gurugram,DLF Phase 3,Electrical,Gurugram,Gurugram,1,4,4.79,559,0.84,0.04,28,550,1389,2.6,1
431,Priya Mehta,+919671741367,worker431@kaushalkonnect.in,Faridabad,Sector 15,Painting,Faridabad,Faridabad,1,10,4.24,83,0.98,0.13,49,502,3416,4.8,0
432,Mohit Negi,+916776395566,worker432@kaushalkonnect.in,Faridabad,Sector 21,Electrical,Faridabad,Faridabad,1,10,4.23,183,0.82,0.07,33,773,2276,6.3,1
433,Sachin Menon,+919011662714,worker433@kaushalkonnect.in,Delhi,Laxmi Nagar,Plumbing,East,East,1,6,3.76,47,0.89,0.06,72,417,1402,8.7,0
434,Naman Jain,+919938559110,worker434@kaushalkonnect.in,Delhi,Preet Vihar,Plumbing,East,East,1,7,4.43,414,0.99,0.05,57,475,2191,9.4,1
435,Bhavna Khan,+916754453550,worker435@kaushalkonnect.in,Delhi,Rohini,Home Cleaning,North,North,1,7,4.59,348,0.86,0.03,58,500,902,7.1,1
436,Meera Tripathi,+916633110609,worker436@kaushalkonnect.in,Delhi,Pitampura,Painting,North,North,0,12,4.78,236,0.92,0.11,70,636,1848,11.1,1
437,Aarav Bhardwaj,+919441123468,worker437@kaushalkonnect.in,Delhi,Dwarka,Painting,West,West,1,15,4.11,529,0.74,0.1,35,431,3420,10.5,1
438,Vikram Kapoor,+919716541977,worker438@kaushalkonnect.in,Delhi,Janakpuri,Carpentry,West,West,1,2,3.76,431,0.83,0.11,64,626,2390,14.7,0
439,Arnav Malhotra,+916327050838,worker439@kaushalkonnect.in,Delhi,Saket,Carpentry,South,South,1,6,5.0,345,0.99,0.12,63,608,4382,13.6,0
440,Shreya Tripathi,+918992765210,worker440@kaushalkonnect.in,Delhi,Malviya Nagar,Home Cleaning,South,South,1,7,4.23,312,0.86,0.08,97,417,1014,10.8,1
441,Karan Malhotra,+917271334606,worker441@kaushalkonnect.in,Delhi,Karol Bagh,Electrical,Central,Central,1,11,4.43,458,0.96,0.12,27,764,728,5.7,1
442,Sameer Ghosh,+918843856502,worker442@kaushalkonnect.in,Delhi,Rajouri Garden,Home Cleaning,West,West,1,11,4.62,592,0.89,0.11,85,346,721,13.6,0
443,Neeraj Saini,+917392154791,worker443@kaushalkonnect.in,Noida,Sector 62,Carpentry,Noida,Noida,1,11,3.82,197,0.99,0.02,73,674,3028,13.1,1
444,Simran Yadav,+918820834865,worker444@kaushalkonnect.in,Noida,Sector 18,Painting,Noida,Noida,1,6,4.3,412,0.98,0.04,61,566,2095,7.9,0
445,Amit Jain,+917949782511,worker445@kaushalkonnect.in,Noida,Sector 50,Home Cleaning,Noida,Noida,1,10,4.31,338,0.88,0.08,73,333,611,8.3,1
446,Karan Ali,+918405414953,worker446@kaushalkonnect.in,Noida,Sector 137,Electrical,Noida,Noida,0,12,4.36,597,0.89,0.06,70,780,1394,8.6,1
447,Nikhil Saxena,+919630839762,worker447@kaushalkonnect.in,Greater Noida,Knowledge Park,Home Cleaning,Greater Noida,Greater Noida,1,11,4.45,591,0.91,0.13,81,514,1329,7.7,1
448,Akash Khan,+917986260084,worker448@kaushalkonnect.in,Greater Noida,Alpha 1,Plumbing,Greater Noida,Greater Noida,1,7,4.23,597,0.91,0.13,59,593,1279,4.2,1
449,Manish Ghosh,+919274450055,worker449@kaushalkonnect.in,Ghaziabad,Indirapuram,Home Cleaning,Ghaziabad,Ghaziabad,1,10,4.31,381,0.96,0.12,41,533,951,2.5,1
450,Rakesh Bisht,+917805809325,worker450@kaushalkonnect.in,Ghaziabad,Vaishali,Home Cleaning,Ghaziabad,Ghaziabad,1,10,4.21,107,0.83,0.12,58,496,1588,14.6,0
451,Rohit Reddy,+916120719482,worker451@kaushalkonnect.in,Ghaziabad,Kaushambi,Home Cleaning,Ghaziabad,Ghaziabad,1,16,4.45,452,0.88,0.14,28,363,671,4.9,0
452,Mohit Ghosh,+918401070080,worker452@kaushalkonnect.in,Gurugram,Sector 14,Painting,Gurugram,Gurugram,1,5,4.36,463,0.79,0.1,10,435,1700,14.7,0
453,Suman Sood,+916216657385,worker453@kaushalkonnect.in,Gurugram,Sector 56,Home Cleaning,Gurugram,Gurugram,1,9,3.71,387,0.86,0.12,63,475,1351,8.3,1
454,Raj Srivastava,+918924475584,worker454@kaushalkonnect.in,Gurugram,DLF Phase 3,Painting,Gurugram,Gurugram,1,7,4.86,177,0.87,0.14,10,386,3759,4.2,0
455,Gaurav Tripathi,+917877617773,worker455@kaushalkonnect.in,Faridabad,Sector 15,Electrical,Faridabad,Faridabad,1,11,3.71,108,0.99,0.08,52,744,1107,4.0,1
456,Naman Agarwal,+918845818962,worker456@kaushalkonnect.in,Faridabad,Sector 21,Home Cleaning,Faridabad,Faridabad,1,3,4.46,408,0.93,0.1,58,424,1104,8.1,1
457,Isha Nair,+916028022071,worker457@kaushalkonnect.in,Delhi,Laxmi Nagar,Carpentry,East,East,1,12,3.55,29,0.93,0.07,22,504,2600,14.4,0
458,Deepak Malhotra,+917980342043,worker458@kaushalkonnect.in,Delhi,Preet Vihar,Electrical,East,East,1,6,4.45,520,0.73,0.16,10,481,1988,4.2,1
459,Ashish Rao,+918336816553,worker459@kaushalkonnect.in,Delhi,Rohini,Home Cleaning,North,North,1,6,4.37,591,0.89,0.02,98,463,1573,4.5,0
460,Neha Rana,+919930921901,worker460@kaushalkonnect.in,Delhi,Pitampura,Plumbing,North,North,1,6,3.55,190,0.9,0.15,90,714,1768,1.0,1
461,Deepika Tripathi,+919433799791,worker461@kaushalkonnect.in,Delhi,Dwarka,Electrical,West,West,1,11,4.36,480,0.99,0.02,78,642,653,12.3,0
462,Rakesh Das,+917720339112,worker462@kaushalkonnect.in,Delhi,Janakpuri,Carpentry,West,West,1,6,4.27,615,0.89,0.1,129,835,3376,10.9,1
