booking_id,worker_id,customer_id,category,user_zone,budget,status,created_at,customer_name,customer_phone,customer_email
754,352,218,Carpentry,Gurugram,2362,requested,2026-08-17T19:23:48.373892+00:00,Kavita Tripathi,+918352781349,customer218@kaushalkonnect.in
755,561,355,Appliance Repair,Delhi,1835,booked,2026-08-05T14:12:42.373892+00:00,Rahul Saini,+919852992624,customer355@kaushalkonnect.in
756,777,338,Appliance Repair,Delhi,3112,completed,2026-07-06T18:22:30.373892+00:00,Ayush Naidu,+918851325470,customer338@kaushalkonnect.in
757,530,355,Plumbing,Delhi,1316,booked,2026-08-26T20:29:23.373892+00:00,Rahul Saini,+919852992624,customer355@kaushalkonnect.in
758,83,68,Appliance Repair,Faridabad,1662,booked,2026-08-28T09:23:02.373892+00:00,Vinay Chauhan,+917982254664,customer68@kaushalkonnect.in
759,486,517,Appliance Repair,Noida,2787,booked,2026-08-09T20:10:04.373892+00:00,Aman Agarwal,+916999487864,customer517@kaushalkonnect.in
760,373,66,Appliance Repair,Noida,2166,booked,2026-08-15T11:41:00.373892+00:00,Sonam Agarwal,+917765146694,customer66@kaushalkonnect.in
761,82,324,Plumbing,Gurugram,1431,cancelled,2026-06-26T23:11:29.373892+00:00,Meera Ali,+919522822461,customer324@kaushalkonnect.in
762,43,144,Plumbing,Delhi,734,completed,2026-08-13T01:29:11.373892+00:00,Kavita Malhotra,+918932456218,customer144@kaushalkonnect.in
763,679,308,Plumbing,Delhi,1584,cancelled,2026-07-20T20:18:13.373892+00:00,Anil Bisht,+918905824524,customer308@kaushalkonnect.in
764,162,498,Plumbing,Delhi,1642,booked,2026-08-23T00:42:46.373892+00:00,Shreya Thakur,+918616624771,customer498@kaushalkonnect.in
765,917,384,Electrical,Ghaziabad,983,cancelled,2026-07-27T09:05:03.373892+00:00,Kunal Khanna,+918718296522,customer384@kaushalkonnect.in
766,799,91,Plumbing,Ghaziabad,1334,completed,2026-06-23T13:13:18.373892+00:00,Ananya Thakur,+917658243747,customer91@kaushalkonnect.in
767,79,2,Appliance Repair,Delhi,2037,booked,2026-07-11T06:11:34.373892+00:00,Gaurav Rawat,+916076029990,customer2@kaushalkonnect.in
768,928,584,Plumbing,Faridabad,1570,cancelled,2026-07-26T13:41:33.373892+00:00,Neha Verma,+918053138003,customer584@kaushalkonnect.in
769,408,24,Appliance Repair,Ghaziabad,1972,cancelled,2026-07-29T07:17:58.373892+00:00,Kunal Saini,+916179038084,customer24@kaushalkonnect.in
770,298,7,Appliance Repair,Delhi,2529,requested,2026-06-29T14:06:05.373892+00:00,Vinay Ansari,+916749555995,customer7@kaushalkonnect.in
771,31,421,Carpentry,Delhi,1464,booked,2026-07-19T04:04:15.373892+00:00,Amit Yadav,+918515651587,customer421@kaushalkonnect.in
772,714,322,Electrical,Ghaziabad,2092,booked,2026-08-26T20:33:41.373892+00:00,Aman Bhardwaj,+917315659356,customer322@kaushalkonnect.in
773,637,243,Home Cleaning,Delhi,933,requested,2026-08-07T06:28:42.373892+00:00,Simran Patel,+916190863624,customer243@kaushalkonnect.in
774,964,241,Home Cleaning,Delhi,820,rejected,2026-09-06T04:00:57.373892+00:00,Raj Sharma,+917385386091,customer241@kaushalkonnect.in
775,786,389,Carpentry,Delhi,1945,completed,2026-07-04T03:53:05.373892+00:00,Sunil Gupta,+919325012863,customer389@kaushalkonnect.in
776,812,437,Carpentry,Delhi,2509,booked,2026-08-24T13:25:39.373892+00:00,Raj Dutta,+919420631775,customer437@kaushalkonnect.in
777,118,459,Appliance Repair,Ghaziabad,1299,requested,2026-06-16T22:50:59.373892+00:00,Kunal Kohli,+916675992343,customer459@kaushalkonnect.in
778,11,142,Electrical,Delhi,968,rejected,2026-08-16T07:46:11.373892+00:00,Deepak Negi,+916885031394,customer142@kaushalkonnect.in
779,376,323,Painting,Gurugram,1780,completed,2026-06-24T08:08:17.373892+00:00,Nikhil Saini,+919877729235,customer323@kaushalkonnect.in
780,961,513,Painting,Noida,1516,booked,2026-07-18T05:00:30.373892+00:00,Yogesh Arora,+917492716523,customer513@kaushalkonnect.in
781,508,379,Appliance Repair,Noida,1802,cancelled,2026-07-17T03:14:33.373892+00:00,Vikram Tiwari,+919979181543,customer379@kaushalkonnect.in
782,239,327,Plumbing,Gurugram,1833,booked,2026-09-07T06:47:54.373892+00:00,Isha Rao,+916865397947,customer327@kaushalkonnect.in
783,986,449,Painting,Noida,1990,cancelled,2026-07-13T02:23:16.373892+00:00,Dev Iyer,+918327437095,customer449@kaushalkonnect.in
784,535,284,Carpentry,Noida,2360,requested,2026-09-01T13:16:24.373892+00:00,Nisha Negi,+916918387884,customer284@kaushalkonnect.in
785,314,300,Appliance Repair,Gurugram,2229,rejected,2026-07-26T06:09:11.373892+00:00,Rakesh Kapoor,+916720285861,customer300@kaushalkonnect.in
786,645,307,Plumbing,Gurugram,1444,requested,2026-07-01T07:00:58.373892+00:00,Ayush Sharma,+917471001363,customer307@kaushalkonnect.in
787,325,450,Plumbing,Ghaziabad,1487,requested,2026-08-29T00:13:39.373892+00:00,Neeraj Agarwal,+918470253822,customer450@kaushalkonnect.in
788,903,50,Plumbing,Greater Noida,2082,booked,2026-08-27T04:30:23.373892+00:00,Rahul Reddy,+917484432800,customer50@kaushalkonnect.in
789,829,223,Electrical,Ghaziabad,2305,requested,2026-08-27T03:37:03.373892+00:00,Dev Pandey,+917594328495,customer223@kaushalkonnect.in
790,272,323,Appliance Repair,Gurugram,700,booked,2026-07-09T13:24:31.373892+00:00,Nikhil Saini,+919877729235,customer323@kaushalkonnect.in
791,761,103,Plumbing,Faridabad,1894,cancelled,2026-07-13T16:20:32.373892+00:00,Aditi Yadav,+916489712850,customer103@kaushalkonnect.in
792,941,537,Appliance Repair,Delhi,1393,completed,2026-07-12T19:22:12.373892+00:00,Karan Kohli,+919415864604,customer537@kaushalkonnect.in
793,921,598,Painting,Ghaziabad,2119,cancelled,2026-08-06T03:23:31.373892+00:00,Amit Pandey,+917674395570,customer598@kaushalkonnect.in
794,733,116,Appliance Repair,Delhi,1318,booked,2026-07-19T23:06:20.373892+00:00,Vivek Sheikh,+919824113525,customer116@kaushalkonnect.in
795,903,485,Plumbing,Gurugram,2207,booked,2026-06-26T22:29:25.373892+00:00,Ravi Ansari,+917796008813,customer485@kaushalkonnect.in
796,373,382,Appliance Repair,Noida,2226,requested,2026-07-31T12:41:13.373892+00:00,Pradeep Chaudhary,+916130947138,customer382@kaushalkonnect.in
797,571,418,Appliance Repair,Delhi,4056,completed,2026-08-28T12:14:47.373892+00:00,Vinay Srivastava,+919267599617,customer418@kaushalkonnect.in
798,753,315,Painting,Delhi,1280,booked,2026-06-29T03:46:41.373892+00:00,Nisha Sood,+917487718263,customer315@kaushalkonnect.in
799,265,594,Home Cleaning,Delhi,561,completed,2026-07-12T01:14:54.373892+00:00,Sameer Tripathi,+917171719533,customer594@kaushalkonnect.in
800,847,226,Carpentry,Greater Noida,2333,requested,2026-06-22T02:51:31.373892+00:00,Nisha Patel,+916481608986,customer226@kaushalkonnect.in
801,493,358,Painting,Gurugram,2588,completed,2026-09-08T22:19:12.373892+00:00,Deepika Singh,+917713061913,customer358@kaushalkonnect.in
802,570,264,Carpentry,Noida,3388,requested,2026-08-18T17:32:27.373892+00:00,Divya Rawat,+917913417288,customer264@kaushalkonnect.in
803,325,352,Plumbing,Delhi,1024,booked,2026-08-25T19:10:37.373892+00:00,Deepika Bhatia,+919315722295,customer352@kaushalkonnect.in
804,505,266,Appliance Repair,Delhi,868,cancelled,2026-07-20T20:59:10.373892+00:00,Raj Gupta,+919811832495,customer266@kaushalkonnect.in
805,608,595,Plumbing,Gurugram,980,completed,2026-08-14T23:58:44.373892+00:00,Anil Das,+916629388849,customer595@kaushalkonnect.in
806,553,80,Appliance Repair,Delhi,3072,booked,2026-08-16T03:27:45.373892+00:00,Aman Mehta,+916450588002,customer80@kaushalkonnect.in
807,771,397,Painting,Delhi,1787,completed,2026-07-22T10:56:01.373892+00:00,Rakesh Bisht,+917987835723,customer397@kaushalkonnect.in
808,764,408,Painting,Ghaziabad,1920,requested,2026-07-21T17:37:04.373892+00:00,Karan Bhardwaj,+919735136806,customer408@kaushalkonnect.in
809,612,58,Plumbing,Gurugram,1957,completed,2026-08-11T09:04:18.373892+00:00,Akash Nair,+918534399892,customer58@kaushalkonnect.in
810,767,57,Appliance Repair,Delhi,1576,booked,2026-07-09T01:52:10.373892+00:00,Deepika Bisht,+916828376318,customer57@kaushalkonnect.in
811,457,24,Carpentry,Ghaziabad,1982,completed,2026-07-17T22:50:27.373892+00:00,Kunal Saini,+916179038084,customer24@kaushalkonnect.in
812,817,57,Home Cleaning,Delhi,1426,booked,2026-06-15T22:54:38.373892+00:00,Deepika Bisht,+916828376318,customer57@kaushalkonnect.in
813,869,444,Electrical,Gurugram,1420,booked,2026-06-19T04:10:23.373892+00:00,Bhavna Bansal,+919454703486,customer444@kaushalkonnect.in
814,150,275,Appliance Repair,Delhi,2642,booked,2026-09-05T05:42:10.373892+00:00,Naman Verma,+916165589412,customer275@kaushalkonnect.in
815,15,547,Electrical,Greater Noida,1232,requested,2026-07-14T13:25:19.373892+00:00,Naman Bhatia,+916004513153,customer547@kaushalkonnect.in
816,186,178,Appliance Repair,Ghaziabad,2464,cancelled,2026-06-19T06:16:59.373892+00:00,Shivam Patel,+917897294590,customer178@kaushalkonnect.in
817,742,428,Painting,Greater Noida,1429,completed,2026-07-29T23:15:36.373892+00:00,Suman Kapoor,+918798976206,customer428@kaushalkonnect.in
818,654,583,Carpentry,Delhi,2597,completed,2026-06-28T00:18:34.373892+00:00,Pradeep Saxena,+919767102548,customer583@kaushalkonnect.in
819,461,533,Electrical,Delhi,931,completed,2026-07-01T21:59:27.373892+00:00,Suraj Bansal,+919560858267,customer533@kaushalkonnect.in
820,938,490,Carpentry,Ghaziabad,2269,completed,2026-07-31T13:51:19.373892+00:00,Vivek Roy,+916944398828,customer490@kaushalkonnect.in
821,219,509,Appliance Repair,Delhi,3306,booked,2026-08-05T10:43:40.373892+00:00,Sanjay Kohli,+917342320635,customer509@kaushalkonnect.in
822,596,68,Painting,Faridabad,1577,booked,2026-08-23T09:36:03.373892+00:00,Vinay Chauhan,+917982254664,customer68@kaushalkonnect.in
823,116,463,Home Cleaning,Delhi,780,requested,2026-06-23T05:57:45.373892+00:00,Siddharth Iyer,+919869412403,customer463@kaushalkonnect.in
824,733,554,Appliance Repair,Delhi,1862,rejected,2026-08-24T02:55:46.373892+00:00,Akash Kumar,+919143990412,customer554@kaushalkonnect.in
825,389,483,Painting,Noida,1196,completed,2026-07-08T03:54:38.373892+00:00,Yash Thakur,+917226026852,customer483@kaushalkonnect.in
826,173,151,Carpentry,Delhi,3075,booked,2026-06-22T21:56:01.373892+00:00,Ankit Srivastava,+918845903622,customer151@kaushalkonnect.in
827,896,391,Painting,Ghaziabad,1140,requested,2026-08-28T18:32:07.373892+00:00,Naman Saini,+916839704304,customer391@kaushalkonnect.in
828,652,252,Plumbing,Delhi,864,completed,2026-07-09T10:50:31.373892+00:00,Pankaj Sood,+917611950964,customer252@kaushalkonnect.in
829,758,249,Electrical,Gurugram,1951,completed,2026-07-16T21:10:23.373892+00:00,Manish Thakur,+919039698984,customer249@kaushalkonnect.in
830,945,338,Appliance Repair,Delhi,1689,booked,2026-07-02T21:12:55.373892+00:00,Ayush Naidu,+918851325470,customer338@kaushalkonnect.in
831,270,571,Plumbing,Gurugram,1002,requested,2026-06-19T07:56:25.373892+00:00,Sachin Patel,+919133129664,customer571@kaushalkonnect.in
832,353,400,Carpentry,Noida,3121,booked,2026-08-27T23:59:31.373892+00:00,Vikram Bisht,+917609251836,customer400@kaushalkonnect.in
833,796,495,Carpentry,Noida,875,requested,2026-07-16T19:08:50.373892+00:00,Sakshi Patel,+918017379372,customer495@kaushalkonnect.in
834,98,83,Carpentry,Ghaziabad,1866,booked,2026-07-26T09:23:23.373892+00:00,Kavita Dutta,+919247075319,customer83@kaushalkonnect.in
835,560,26,Painting,Ghaziabad,1621,booked,2026-07-31T14:16:30.373892+00:00,Pooja Rawat,+917561657903,customer26@kaushalkonnect.in
836,638,517,Plumbing,Noida,749,completed,2026-07-25T23:05:38.373892+00:00,Aman Agarwal,+916999487864,customer517@kaushalkonnect.in
837,606,443,Appliance Repair,Gurugram,965,cancelled,2026-07-31T12:35:44.373892+00:00,Vivek Chaudhary,+919786891020,customer443@kaushalkonnect.in
838,135,560,Electrical,Delhi,820,completed,2026-08-03T22:50:13.373892+00:00,Pradeep Menon,+919319371669,customer560@kaushalkonnect.in
839,64,323,Electrical,Gurugram,1521,requested,2026-08-02T21:00:21.373892+00:00,Nikhil Saini,+919877729235,customer323@kaushalkonnect.in
840,664,39,Plumbing,Greater Noida,1170,booked,2026-07-11T20:28:47.373892+00:00,Rakesh Nair,+916119019085,customer39@kaushalkonnect.in
841,747,506,Painting,Delhi,1178,booked,2026-06-24T07:32:00.373892+00:00,Suraj Khan,+919514611840,customer506@kaushalkonnect.in
842,97,446,Carpentry,Ghaziabad,1009,completed,2026-08-21T17:28:03.373892+00:00,Pankaj Jain,+917248509690,customer446@kaushalkonnect.in
843,862,172,Plumbing,Noida,1388,cancelled,2026-08-25T06:39:29.373892+00:00,Kunal Pandey,+917028096144,customer172@kaushalkonnect.in
844,628,271,Carpentry,Delhi,2473,rejected,2026-06-18T14:04:50.373892+00:00,Nisha Das,+917283710874,customer271@kaushalkonnect.in
845,205,291,Appliance Repair,Noida,1878,booked,2026-08-08T13:21:58.373892+00:00,Arnav Khanna,+919996736147,customer291@kaushalkonnect.in
846,599,288,Plumbing,Faridabad,946,cancelled,2026-07-08T20:18:27.373892+00:00,Ananya Jain,+917306566964,customer288@kaushalkonnect.in
847,525,597,Home Cleaning,Ghaziabad,560,requested,2026-06-15T14:09:35.373892+00:00,Rakesh Kumar,+919123504261,customer597@kaushalkonnect.in
848,381,390,Carpentry,Delhi,1928,completed,2026-07-08T10:28:56.373892+00:00,Neha Arora,+918665113514,customer390@kaushalkonnect.in
849,520,159,Appliance Repair,Delhi,2389,booked,2026-07-24T02:50:41.373892+00:00,Sunil Sheikh,+916211573876,customer159@kaushalkonnect.in
850,456,246,Home Cleaning,Gurugram,1447,completed,2026-08-24T03:31:28.373892+00:00,Deepika Arora,+916572656876,customer246@kaushalkonnect.in
851,45,46,Home Cleaning,Noida,740,completed,2026-09-08T08:25:34.373892+00:00,Kavita Singh,+916997278479,customer46@kaushalkonnect.in
852,845,105,Home Cleaning,Ghaziabad,1085,completed,2026-07-15T00:09:00.373892+00:00,Sonam Pandey,+917712321716,customer105@kaushalkonnect.in
853,141,454,Electrical,Ghaziabad,1015,requested,2026-09-01T10:46:04.373892+00:00,Pradeep Srivastava,+917858814204,customer454@kaushalkonnect.in
854,704,184,Carpentry,Faridabad,3819,requested,2026-06-28T22:45:01.373892+00:00,Vikram Sood,+919686312008,customer184@kaushalkonnect.in
855,824,388,Appliance Repair,Noida,1436,requested,2026-06-11T22:50:24.373892+00:00,Pradeep Joshi,+918745074261,customer388@kaushalkonnect.in
856,499,2,Painting,Delhi,1057,cancelled,2026-06-19T04:53:02.373892+00:00,Gaurav Rawat,+916076029990,customer2@kaushalkonnect.in
857,562,382,Plumbing,Noida,1195,booked,2026-08-04T04:37:57.373892+00:00,Pradeep Chaudhary,+916130947138,customer382@kaushalkonnect.in
858,475,513,Carpentry,Noida,2009,completed,2026-06-24T07:43:17.373892+00:00,Yogesh Arora,+917492716523,customer513@kaushalkonnect.in
859,125,421,Electrical,Delhi,1246,completed,2026-08-30T16:40:23.373892+00:00,Amit Yadav,+918515651587,customer421@kaushalkonnect.in
860,103,480,Carpentry,Faridabad,1441,completed,2026-07-11T15:51:43.373892+00:00,Yash Reddy,+918274836779,customer480@kaushalkonnect.in
861,22,580,Appliance Repair,Delhi,3771,completed,2026-09-08T12:52:51.373892+00:00,Sunil Joshi,+917897735260,customer580@kaushalkonnect.in
862,377,435,Plumbing,Delhi,1236,booked,2026-09-01T00:55:51.373892+00:00,Shreya Negi,+917096878396,customer435@kaushalkonnect.in
863,51,200,Plumbing,Gurugram,1917,rejected,2026-08-18T09:42:36.373892+00:00,Rahul Ali,+918615172201,customer200@kaushalkonnect.in
864,247,578,Plumbing,Gurugram,1058,requested,2026-08-12T00:49:22.373892+00:00,Gaurav Nair,+919451845293,customer578@kaushalkonnect.in
865,543,229,Plumbing,Noida,951,booked,2026-09-06T09:11:13.373892+00:00,Vinay Gupta,+919808314953,customer229@kaushalkonnect.in
866,653,239,Appliance Repair,Noida,2796,booked,2026-07-29T06:34:57.373892+00:00,Manish Reddy,+917750603384,customer239@kaushalkonnect.in
867,735,210,Plumbing,Greater Noida,1428,completed,2026-07-27T03:46:23.373892+00:00,Aarav Mehta,+917640568611,customer210@kaushalkonnect.in
868,191,21,Electrical,Faridabad,600,completed,2026-07-27T00:52:37.373892+00:00,Naman Ansari,+918834023769,customer21@kaushalkonnect.in
869,726,13,Appliance Repair,Faridabad,1605,completed,2026-08-25T12:28:31.373892+00:00,Vikas Ansari,+917124833144,customer13@kaushalkonnect.in
870,110,416,Electrical,Gurugram,1447,booked,2026-07-17T15:15:20.373892+00:00,Karan Naidu,+919385092003,customer416@kaushalkonnect.in
871,348,150,Home Cleaning,Delhi,992,cancelled,2026-07-20T16:46:35.373892+00:00,Deepak Chauhan,+917492215790,customer150@kaushalkonnect.in
872,399,158,Painting,Delhi,1145,booked,2026-06-14T07:23:02.373892+00:00,Dev Kohli,+918147078140,customer158@kaushalkonnect.in
873,158,265,Electrical,Noida,654,booked,2026-07-31T23:54:55.373892+00:00,Pooja Bisht,+916731079638,customer265@kaushalkonnect.in
874,78,239,Electrical,Noida,1519,completed,2026-07-01T03:47:47.373892+00:00,Manish Reddy,+917750603384,customer239@kaushalkonnect.in
875,749,400,Plumbing,Noida,1880,cancelled,2026-08-26T01:02:59.373892+00:00,Vikram Bisht,+917609251836,customer400@kaushalkonnect.in
876,361,19,Electrical,Gurugram,1117,cancelled,2026-08-07T10:05:13.373892+00:00,Vivek Sharma,+916461731048,customer19@kaushalkonnect.in
877,401,160,Electrical,Gurugram,1349,booked,2026-06-21T15:42:21.373892+00:00,Vivek Bansal,+916873628263,customer160@kaushalkonnect.in
878,854,454,Painting,Ghaziabad,930,rejected,2026-08-01T02:46:51.373892+00:00,Pradeep Srivastava,+917858814204,customer454@kaushalkonnect.in
879,465,506,Electrical,Delhi,1412,completed,2026-08-18T03:11:53.373892+00:00,Suraj Khan,+919514611840,customer506@kaushalkonnect.in
880,834,269,Painting,Delhi,902,completed,2026-08-07T08:10:16.373892+00:00,Suraj Kohli,+917917028496,customer269@kaushalkonnect.in
881,788,509,Carpentry,Delhi,1105,requested,2026-06-25T15:02:54.373892+00:00,Sanjay Kohli,+917342320635,customer509@kaushalkonnect.in
882,968,288,Plumbing,Faridabad,1152,requested,2026-06-26T16:21:27.373892+00:00,Ananya Jain,+917306566964,customer288@kaushalkonnect.in
883,572,135,Plumbing,Greater Noida,1630,rejected,2026-08-16T08:27:48.373892+00:00,Vivek Gupta,+916471748421,customer135@kaushalkonnect.in
884,298,257,Appliance Repair,Delhi,1901,requested,2026-08-29T10:47:54.373892+00:00,Raj Khanna,+917681772738,customer257@kaushalkonnect.in
885,405,60,Carpentry,Delhi,920,requested,2026-07-14T23:06:27.373892+00:00,Vikas Khan,+918427459054,customer60@kaushalkonnect.in
886,88,557,Home Cleaning,Gurugram,931,completed,2026-08-22T00:40:42.373892+00:00,Ananya Bhatia,+919099765914,customer557@kaushalkonnect.in
887,77,286,Appliance Repair,Faridabad,2847,completed,2026-08-03T13:27:52.373892+00:00,Nisha Pandey,+916412262891,customer286@kaushalkonnect.in
888,199,530,Plumbing,Gurugram,836,booked,2026-07-12T11:03:40.373892+00:00,Rahul Patel,+918088665239,customer530@kaushalkonnect.in
889,577,361,Painting,Noida,961,requested,2026-06-29T07:41:07.373892+00:00,Sakshi Singh,+919262836565,customer361@kaushalkonnect.in
890,949,469,Painting,Gurugram,2187,booked,2026-07-24T02:02:49.373892+00:00,Priya Bhatia,+917178690535,customer469@kaushalkonnect.in
891,394,256,Carpentry,Ghaziabad,2556,requested,2026-06-28T04:46:16.373892+00:00,Shreya Kapoor,+916173667269,customer256@kaushalkonnect.in
892,864,520,Appliance Repair,Ghaziabad,3531,booked,2026-08-13T07:16:59.373892+00:00,Rahul Mehta,+917309880076,customer520@kaushalkonnect.in
893,292,293,Plumbing,Gurugram,811,completed,2026-07-11T18:16:45.373892+00:00,Isha Mehta,+918793003230,customer293@kaushalkonnect.in
894,50,414,Carpentry,Gurugram,1552,cancelled,2026-08-10T07:50:56.373892+00:00,Rahul Negi,+918662475632,customer414@kaushalkonnect.in
895,68,335,Painting,Faridabad,1939,booked,2026-08-15T04:52:43.373892+00:00,Shreya Das,+917309578108,customer335@kaushalkonnect.in
896,397,18,Appliance Repair,Noida,2245,booked,2026-07-11T07:15:28.373892+00:00,Akash Khan,+916865191049,customer18@kaushalkonnect.in
897,850,84,Electrical,Gurugram,1044,booked,2026-08-07T23:31:21.373892+00:00,Sachin Ali,+917690825404,customer84@kaushalkonnect.in
898,251,6,Home Cleaning,Noida,1085,booked,2026-09-08T04:49:43.373892+00:00,Aditi Rao,+918271507603,customer6@kaushalkonnect.in
899,716,473,Plumbing,Faridabad,2012,booked,2026-08-30T23:44:35.373892+00:00,Rahul Khanna,+918576780440,customer473@kaushalkonnect.in
900,491,396,Carpentry,Noida,800,booked,2026-07-25T20:56:32.373892+00:00,Rohit Sharma,+917357387381,customer396@kaushalkonnect.in
901,731,327,Painting,Gurugram,1314,cancelled,2026-06-29T08:32:34.373892+00:00,Isha Rao,+916865397947,customer327@kaushalkonnect.in
902,49,211,Home Cleaning,Ghaziabad,500,completed,2026-08-14T09:39:01.373892+00:00,Vivek Qureshi,+917255297557,customer211@kaushalkonnect.in
903,366,346,Electrical,Ghaziabad,1585,booked,2026-08-10T12:27:41.373892+00:00,Sanjay Dutta,+918669262572,customer346@kaushalkonnect.in
904,882,531,Home Cleaning,Noida,1161,completed,2026-09-06T00:01:18.373892+00:00,Vivek Iyer,+917778167447,customer531@kaushalkonnect.in
905,772,358,Appliance Repair,Gurugram,1986,requested,2026-07-30T22:48:51.373892+00:00,Deepika Singh,+917713061913,customer358@kaushalkonnect.in
906,458,252,Electrical,Delhi,998,cancelled,2026-06-13T07:43:06.373892+00:00,Pankaj Sood,+917611950964,customer252@kaushalkonnect.in
907,908,378,Appliance Repair,Ghaziabad,1404,completed,2026-09-02T04:04:29.373892+00:00,Pankaj Agarwal,+919909957616,customer378@kaushalkonnect.in
908,151,10,Home Cleaning,Faridabad,797,completed,2026-08-05T04:09:28.373892+00:00,Nisha Saxena,+917657347670,customer10@kaushalkonnect.in
909,188,504,Electrical,Gurugram,1563,booked,2026-06-19T16:55:32.373892+00:00,Sonam Khanna,+918703043010,customer504@kaushalkonnect.in
910,702,318,Appliance Repair,Gurugram,1626,requested,2026-06-20T09:14:44.373892+00:00,Anjali Iyer,+917414706872,customer318@kaushalkonnect.in
911,789,426,Appliance Repair,Faridabad,2315,completed,2026-08-16T19:20:51.373892+00:00,Rahul Kumar,+918620803554,customer426@kaushalkonnect.in
912,810,575,Carpentry,Delhi,1796,booked,2026-08-19T02:41:42.373892+00:00,Pradeep Malhotra,+916464688893,customer575@kaushalkonnect.in
913,636,226,Home Cleaning,Greater Noida,542,completed,2026-07-26T10:35:27.373892+00:00,Nisha Patel,+916481608986,customer226@kaushalkonnect.in
914,517,529,Carpentry,Delhi,2177,completed,2026-08-29T22:21:31.373892+00:00,Yogesh Patel,+917198023595,customer529@kaushalkonnect.in
915,329,182,Carpentry,Delhi,1475,requested,2026-08-25T10:29:45.373892+00:00,Siddharth Negi,+916573380797,customer182@kaushalkonnect.in
916,498,45,Appliance Repair,Delhi,1782,booked,2026-09-01T17:10:27.373892+00:00,Gaurav Tripathi,+917694925574,customer45@kaushalkonnect.in
917,340,298,Home Cleaning,Delhi,840,completed,2026-07-24T11:21:01.373892+00:00,Ayush Chauhan,+919171889842,customer298@kaushalkonnect.in
918,427,490,Home Cleaning,Ghaziabad,1030,requested,2026-08-31T23:04:35.373892+00:00,Vivek Roy,+916944398828,customer490@kaushalkonnect.in
919,157,299,Appliance Repair,Ghaziabad,1263,completed,2026-06-16T00:50:16.373892+00:00,Meera Saini,+917306360262,customer299@kaushalkonnect.in
920,853,196,Electrical,Noida,1891,booked,2026-06-20T03:30:11.373892+00:00,Vivek Ali,+916117799667,customer196@kaushalkonnect.in
921,730,516,Appliance Repair,Delhi,3132,booked,2026-06-14T15:23:53.373892+00:00,Dev Kumar,+918917230024,customer516@kaushalkonnect.in
922,712,374,Carpentry,Delhi,3416,requested,2026-07-28T22:14:13.373892+00:00,Ashish Gupta,+917864797442,customer374@kaushalkonnect.in
923,30,19,Electrical,Gurugram,1687,booked,2026-07-17T02:19:34.373892+00:00,Vivek Sharma,+916461731048,customer19@kaushalkonnect.in
924,792,273,Home Cleaning,Greater Noida,1173,requested,2026-07-15T17:03:46.373892+00:00,Deepika Sood,+918326728572,customer273@kaushalkonnect.in
925,260,17,Home Cleaning,Noida,500,completed,2026-09-07T07:45:07.373892+00:00,Kavita Patel,+919950452761,customer17@kaushalkonnect.in
926,29,292,Home Cleaning,Noida,1253,requested,2026-06-14T08:04:13.373892+00:00,Nisha Kumar,+917477973399,customer292@kaushalkonnect.in
927,629,517,Appliance Repair,Noida,2424,booked,2026-07-15T20:00:30.373892+00:00,Aman Agarwal,+916999487864,customer517@kaushalkonnect.in
928,587,22,Carpentry,Delhi,2237,completed,2026-07-14T09:09:14.373892+00:00,Kavita Rao,+916889115370,customer22@kaushalkonnect.in
929,100,355,Plumbing,Delhi,1993,cancelled,2026-07-15T15:38:08.373892+00:00,Rahul Saini,+919852992624,customer355@kaushalkonnect.in
930,393,198,Carpentry,Delhi,2370,requested,2026-08-29T07:21:54.373892+00:00,Siddharth Das,+919621971816,customer198@kaushalkonnect.in
931,816,78,Appliance Repair,Greater Noida,1462,completed,2026-08-18T08:07:09.373892+00:00,Anil Negi,+918249659937,customer78@kaushalkonnect.in
932,969,544,Home Cleaning,Greater Noida,814,requested,2026-06-16T02:50:46.373892+00:00,Amit Thakur,+918902001626,customer544@kaushalkonnect.in
933,722,241,Painting,Delhi,1846,booked,2026-09-02T10:19:01.373892+00:00,Raj Sharma,+917385386091,customer241@kaushalkonnect.in
934,472,159,Electrical,Delhi,1016,requested,2026-08-29T22:25:00.373892+00:00,Sunil Sheikh,+916211573876,customer159@kaushalkonnect.in
935,909,528,Carpentry,Delhi,1607,completed,2026-06-18T22:07:51.373892+00:00,Sachin Kumar,+919357438176,customer528@kaushalkonnect.in
936,334,8,Painting,Delhi,800,completed,2026-06-29T07:36:22.373892+00:00,Sameer Bisht,+917655985387,customer8@kaushalkonnect.in
937,821,40,Plumbing,Delhi,1906,requested,2026-06-20T22:54:39.373892+00:00,Siddharth Ghosh,+917655804329,customer40@kaushalkonnect.in
938,517,118,Carpentry,Delhi,2251,booked,2026-07-26T00:09:27.373892+00:00,Akash Ali,+918904630230,customer118@kaushalkonnect.in
939,536,301,Appliance Repair,Noida,1494,booked,2026-06-16T07:55:00.373892+00:00,Karan Thakur,+918510196144,customer301@kaushalkonnect.in
940,252,254,Electrical,Ghaziabad,1912,completed,2026-09-07T08:23:27.373892+00:00,Vikram Naidu,+919213662184,customer254@kaushalkonnect.in
941,720,338,Plumbing,Delhi,1092,cancelled,2026-08-08T03:34:19.373892+00:00,Ayush Naidu,+918851325470,customer338@kaushalkonnect.in
